Homepage,Homepage _Duration,Aboutus,Aboutus_Duration,Contactus,Contactus_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Province,TrafficType,VisitorType,Weekend
5,72.5,0,0,31,649.3071429,0,0.001041667,35.10378279,0,Mar,2,7,2,2,Returning_Visitor,TRUE
0,0,0,0,1,0,0.2,0.2,0,0,Nov,4,1,1,3,Returning_Visitor,FALSE
0,0,0,0,4,271.4666667,0,0.021428571,0,0,Jul,3,2,1,6,Returning_Visitor,FALSE
0,0,0,0,5,239,0,0.04,0,0,Mar,2,2,9,1,Returning_Visitor,FALSE
1,15,0,0,11,224,0.016666667,0.022222222,47.65566667,0,May,2,5,1,4,Returning_Visitor,FALSE
6,1922,0,0,30,941.672619,0.018181818,0.044444444,0,0,Nov,3,2,2,1,Returning_Visitor,FALSE
1,28.2,0,0,2,0,0.066666667,0.133333333,0,0,June,1,8,2,3,New_Visitor,TRUE
0,0,0,0,5,109,0.08,0.1,0,0,May,3,2,3,3,Returning_Visitor,TRUE
1,11,0,0,4,1145,0.05,0.1,0,0.2,May,2,2,3,13,Returning_Visitor,FALSE
5,106.8,0,0,20,470.8666667,0.027272727,0.045454545,0,0,Oct,2,2,1,13,Returning_Visitor,FALSE
0,0,0,0,20,301.5,0.028571429,0.05952381,0,0.8,May,3,2,1,3,Returning_Visitor,FALSE
2,167.8888889,2,825.5,117,5256.472341,0.004030055,0.014604028,3.187495058,0,Nov,3,2,5,8,Returning_Visitor,FALSE
0,0,0,0,20,968.75,0.015789474,0.018421053,73.98253901,0,Dec,1,2,1,1,Returning_Visitor,FALSE
0,0,1,0,131,4597.575252,0.006766917,0.028754539,0,0,Dec,3,2,1,2,Returning_Visitor,FALSE
0,0,0,0,7,1260.666667,0.057142857,0.107142857,0,0.8,May,2,4,5,6,Returning_Visitor,FALSE
0,0,2,28,1,0,0.066666667,0.133333333,0,0.6,May,2,2,8,3,Returning_Visitor,FALSE
1,28,0,0,14,924,0.014285714,0.028571429,0,0,May,1,1,3,4,Returning_Visitor,TRUE
5,181.8666667,0,0,192,4845.989214,0.005412371,0.022099252,18.67564853,0,Nov,2,2,1,1,Returning_Visitor,FALSE
1,22.2,0,0,34,606.2,0,0.001388889,17.92983378,0,Oct,2,2,7,3,New_Visitor,TRUE
0,0,0,0,17,391.8666667,0,0.029411765,0,1,May,2,2,1,1,Returning_Visitor,TRUE
12,203.4714286,1,0,220,11308.09795,0.001699507,0.012414872,0.673127586,0.8,May,2,2,5,6,Returning_Visitor,FALSE
2,156,1,201,14,1033.066667,0.0125,0.012291667,0,0,May,1,1,6,3,Returning_Visitor,TRUE
0,0,0,0,2,0,0.2,0.2,0,0,Nov,1,1,1,1,Returning_Visitor,FALSE
3,43,0,0,11,610,0,0.015384615,0,0,Mar,2,4,1,1,Returning_Visitor,FALSE
0,0,1,28,12,276,0,0.008333333,0,0,May,4,5,9,2,New_Visitor,FALSE
2,29,1,0,9,536,0,0.018181818,37.51854545,0,May,2,2,3,4,New_Visitor,FALSE
2,99.2,0,0,7,106.9666667,0.025,0.015,0,0,Oct,3,2,1,2,Returning_Visitor,TRUE
1,14,1,0,14,710.25,0,0.017777778,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE
2,214.6,3,34.4,1,165.2,0,0.033333333,0,0,Jul,2,2,7,2,Returning_Visitor,FALSE
0,0,0,0,10,371.5,0,0.04,0,0,Nov,2,2,4,10,Returning_Visitor,FALSE
3,188,0,0,22,1436.45,0,0.009090909,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,May,2,2,7,4,Returning_Visitor,FALSE
1,33.5,0,0,34,1181.85119,0,0.03515625,0,0,Nov,1,1,1,2,Returning_Visitor,FALSE
6,115.5833333,0,0,30,1076.958333,0,0.022857143,10.3889438,0,Nov,2,2,4,3,Returning_Visitor,TRUE
3,94,2,44.2,56,1430.208205,0.02,0.030388889,0,0,Nov,2,2,9,3,Returning_Visitor,FALSE
3,86.6,0,0,35,596.0333333,0,0.005263158,0,0,Oct,2,5,1,2,New_Visitor,FALSE
4,68.75,0,0,23,585.65,0,0.008695652,0,0,Dec,8,1,1,2,New_Visitor,TRUE
0,0,0,0,28,608.5227273,0.015384615,0.021952663,0,0,May,2,2,1,6,Returning_Visitor,TRUE
0,0,0,0,29,4279.966667,0.044827586,0.072413793,0,0,Dec,2,2,1,1,Returning_Visitor,FALSE
2,29.33333333,0,0,98,2680.828571,0.009183673,0.014160401,16.04860714,0,May,3,2,3,13,Returning_Visitor,FALSE
0,0,0,0,65,2706.595238,0,0.022692308,0,0,Nov,2,2,1,2,New_Visitor,FALSE
0,0,0,0,42,879.0333333,0.004761905,0.024603175,0,0,May,2,2,2,4,Returning_Visitor,TRUE
14,230.1069444,0,0,52,2059.109203,0.003747073,0.008451124,7.610431148,0,May,2,2,1,13,Returning_Visitor,FALSE
0,0,2,8,27,723.7666667,0.011494253,0.016387521,0,0,Nov,1,1,1,2,Returning_Visitor,TRUE
0,0,0,0,23,1919.55,0.008695652,0.031884058,4.280302196,0,Nov,2,2,4,1,Returning_Visitor,FALSE
2,96.75,0,0,103,3216.920172,0.012190476,0.030754266,0,0,Dec,2,2,6,2,Returning_Visitor,TRUE
2,24.2,0,0,8,530,0,0.044444444,0,0,Aug,1,8,1,2,Returning_Visitor,FALSE
0,0,0,0,4,63,0,0.05,0,0.2,Feb,2,6,1,3,Returning_Visitor,FALSE
0,0,0,0,41,1444.166667,0.009756098,0.026829268,0,0,May,2,2,1,4,Returning_Visitor,FALSE
0,0,2,89,188,5728.673611,0.003409759,0.01638112,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE
9,115.4,0,0,29,1514.703333,0.005,0.011342593,4.702065533,0,Jul,3,2,8,1,Returning_Visitor,TRUE
0,0,0,0,4,0,0.2,0.2,0,0.2,May,3,2,1,13,Returning_Visitor,FALSE
0,0,0,0,9,386.25,0,0.022222222,0,0,Dec,3,2,6,6,New_Visitor,FALSE
0,0,0,0,21,947.3928571,0.01,0.033333333,0,0,Dec,1,1,1,10,Returning_Visitor,TRUE
6,77.5,0,0,71,1361.780952,0,0.014003044,0,0,Dec,2,2,9,2,Returning_Visitor,FALSE
0,0,1,56,8,497.3333333,0.03,0.06,0,0.4,May,3,2,3,3,Returning_Visitor,FALSE
0,0,0,0,10,348.25,0.02,0.024,0,0,Nov,2,2,4,13,Returning_Visitor,FALSE
0,0,0,0,13,1245.25,0,0.015384615,0,0,Dec,2,2,1,2,Returning_Visitor,TRUE
0,0,0,0,17,392.1666667,0.011764706,0.023529412,0,0.2,May,1,1,1,1,Returning_Visitor,FALSE
6,450.4,0,0,6,72.9,0,0.028571429,0,0,May,2,2,9,5,New_Visitor,FALSE
4,464.5,0,0,9,635.7238095,0,0.002777778,0,0,Jul,1,1,3,2,New_Visitor,FALSE
4,81.6,0,0,45,1096.42,0.041945289,0.072659574,0,0,Jul,3,2,6,13,Returning_Visitor,FALSE
4,148.5,1,118,150,4764.429997,0,0.005636724,33.33074497,0,Mar,2,2,5,2,Returning_Visitor,FALSE
4,50.33333333,0,0,3,28.33333333,0,0.016666667,0,0,Dec,2,2,9,10,Returning_Visitor,FALSE
1,146,0,0,7,221.4,0.025,0.0225,0,0,Nov,1,1,4,3,Returning_Visitor,FALSE
0,0,0,0,37,1489.590909,0.009459459,0.03816999,0,0,Sep,3,2,2,4,Returning_Visitor,FALSE
6,79.5,1,19,11,314.25,0,0.003333333,0,0,May,2,2,1,2,New_Visitor,TRUE
8,335.875,2,75.25,18,1494.125,0,0.022,12.60913229,0,Nov,2,2,9,10,Returning_Visitor,FALSE
0,0,0,0,37,511.1666667,0.018018018,0.036936937,0,1,May,2,2,1,13,Returning_Visitor,TRUE
0,0,0,0,16,195.5,0.0125,0.06875,0,0,May,2,4,3,4,Returning_Visitor,FALSE
0,0,0,0,8,262.1666667,0,0.020833333,0,0,Mar,2,2,2,2,Returning_Visitor,FALSE
0,0,0,0,16,242.75,0,0.004910714,0,0,Nov,1,8,2,11,Returning_Visitor,TRUE
0,0,0,0,21,598.6,0,0.038095238,0,0.6,May,2,4,1,4,Returning_Visitor,FALSE
0,0,0,0,11,398.6944444,0.014814815,0.059259259,0,0,Nov,1,8,3,11,Returning_Visitor,FALSE
0,0,0,0,8,261.8,0.01,0.04,10.99901844,0,Sep,2,2,4,1,Returning_Visitor,TRUE
0,0,0,0,27,352.0833333,0.014814815,0.022222222,0,0,May,3,2,3,3,Returning_Visitor,FALSE
6,175.1,0,0,3,27.6,0,0.011111111,0,0,Jul,2,10,3,5,New_Visitor,FALSE
0,0,2,7,23,198.8848485,0,0.012,0,0.8,May,2,2,1,4,Returning_Visitor,FALSE
2,50,0,0,24,602.25,0,0.003846154,0,0,Nov,2,2,1,2,Returning_Visitor,TRUE
0,0,0,0,35,1192.386111,0.005714286,0.028571429,0,0,Mar,2,4,2,2,Returning_Visitor,FALSE
0,0,3,300,13,509.1214286,0.006666667,0.002222222,40.7932,0,Mar,3,2,7,2,Returning_Visitor,TRUE
7,268.4166667,0,0,41,1124.875,0,0.011904762,0,0,Nov,2,2,9,2,Returning_Visitor,FALSE
0,0,0,0,11,241,0,0.018181818,0,0,Mar,2,2,5,1,Returning_Visitor,FALSE
0,0,0,0,74,3237.114166,0.002702703,0.009113578,0,0,Nov,4,2,3,3,Returning_Visitor,FALSE
11,604.73,0,0,63,1276.843158,0,0.006712329,0,0,Jul,2,2,8,6,New_Visitor,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Nov,6,2,9,2,Returning_Visitor,FALSE
0,0,0,0,40,2046.832418,0.004166667,0.033880952,0,0,Nov,1,8,1,11,Returning_Visitor,FALSE
3,1715,0,0,20,536.6166667,0,0.002898551,0,0,Nov,1,1,1,8,New_Visitor,FALSE
10,316.1405025,7,321.6666667,287,12983.78771,0.000668896,0.006998399,1.088158231,0,Mar,2,4,3,8,New_Visitor,FALSE
4,68.75,0,0,137,3770.916071,0.003165468,0.014745252,0,0,Dec,2,2,3,1,Returning_Visitor,FALSE
2,34.25,0,0,55,3227.483333,0.003636364,0.016363636,0,0,Nov,2,2,3,13,Returning_Visitor,FALSE
2,69.5,0,0,21,308.4583333,0.027272727,0.043939394,0,0,Dec,2,2,1,13,Returning_Visitor,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Dec,1,1,7,3,Returning_Visitor,FALSE
0,0,0,0,29,3312.5,0.013793103,0.028965517,0,0,Mar,2,2,1,13,Returning_Visitor,FALSE
0,0,0,0,6,192.875,0,0.016666667,0,0,Dec,8,13,9,20,Other,FALSE
2,15,0,0,3,21,0,0.05,0,0,Mar,3,2,4,8,Returning_Visitor,FALSE
0,0,0,0,50,999.8333333,0,0.009,0,0,Dec,2,2,1,8,New_Visitor,TRUE
10,706.5566667,0,0,53,1572.816667,0.007017544,0.024948268,0,0,Nov,3,2,1,1,Returning_Visitor,FALSE
0,0,0,0,12,317.8333333,0,0.005555556,0,0,Feb,1,1,1,4,Returning_Visitor,TRUE
7,105.2083333,2,139.5,98,3452.2625,0.003543956,0.02462704,0,0,Nov,4,1,1,3,Returning_Visitor,FALSE
0,0,0,0,21,952.5333333,0,0.01,91.246,0,May,2,4,1,3,New_Visitor,FALSE
0,0,0,0,26,1435.375,0,0.020833333,20.79483821,0,Dec,2,2,4,2,Returning_Visitor,FALSE
4,159,0,0,3,64.75,0,0.014285714,0,0,Mar,1,1,1,2,Returning_Visitor,FALSE
3,76.5,2,66,16,315.3666667,0,0.014736842,0,0,May,3,2,1,3,Returning_Visitor,TRUE
0,0,0,0,1,0,0.2,0.2,0,0.6,May,2,2,1,1,Returning_Visitor,FALSE
3,32.5,0,0,24,603.25,0,0.014666667,14.57483754,0,Nov,4,2,1,3,Returning_Visitor,FALSE
1,4,1,0,22,360.65,0,0.01037037,1.453922921,0,Oct,2,2,1,2,Returning_Visitor,FALSE
5,215.5,0,0,61,1238.066667,0.004761905,0.020740741,0,0.6,May,3,2,3,13,Returning_Visitor,FALSE
0,0,0,0,81,1950.840873,0.004938272,0.024773663,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE
2,50.5,1,7,27,916.9222222,0,0.009677419,0,0,Nov,1,2,1,8,New_Visitor,TRUE
0,0,0,0,7,383.5,0,0.023809524,0,0,Mar,3,2,6,3,Returning_Visitor,FALSE
0,0,1,0,48,783.6944444,0.012244898,0.01877551,0,0,Dec,2,2,3,2,Returning_Visitor,FALSE
0,0,0,0,11,673,0.018181818,0.063636364,0,0,Mar,2,6,1,1,Returning_Visitor,FALSE
6,107.7,0,0,14,290.8,0,0.010526316,0,0,Sep,2,2,1,5,New_Visitor,FALSE
6,113.25,2,19,23,2049.75,0.022222222,0.033333333,95.35469341,0,Dec,1,1,2,2,Returning_Visitor,FALSE
1,7,4,364.9166667,248,7445.957075,0.004316069,0.015735624,1.26665917,0,Nov,2,2,1,2,Returning_Visitor,FALSE
12,221.7279167,4,144.2,136,5944.387373,0.011252599,0.031851593,2.045137389,0,Oct,2,5,1,1,Returning_Visitor,FALSE
1,4,0,0,13,161.1666667,0.024615385,0.061538462,0,0.6,May,2,5,9,5,Returning_Visitor,FALSE
3,46,0,0,59,3478.75,0,0.013559322,0,0,Nov,2,10,3,1,Returning_Visitor,TRUE
0,0,0,0,11,192.45,0.036363636,0.040909091,27.31510469,0,Oct,3,2,1,1,Returning_Visitor,TRUE
0,0,0,0,40,1090.566667,0.018392857,0.041198413,0,0,May,2,4,1,6,Returning_Visitor,FALSE
5,173.2632132,0,0,49,1465.555338,0.02384954,0.023755148,20.6672459,0,Nov,3,2,3,1,Returning_Visitor,FALSE
10,260.25,0,0,31,1694.333333,0.017142857,0.039047619,15.108543,0,Nov,2,2,4,3,Returning_Visitor,FALSE
1,31,2,515,4,718.6666667,0,0.008333333,0,0,May,2,2,6,6,Returning_Visitor,FALSE
24,876.2333333,5,625.5,34,1588.666667,0,0.013800705,0,0,Mar,2,2,5,2,Returning_Visitor,FALSE
1,28.5,0,0,79,1608.214286,0.002597403,0.007748918,0,0,Nov,1,1,3,3,Returning_Visitor,FALSE
5,44,0,0,54,1391.733333,0.005357143,0.022619048,0,0,Dec,2,2,4,1,Returning_Visitor,FALSE
9,279.5,0,0,14,313.5833333,0,0.010526316,0,0,Nov,1,1,1,2,New_Visitor,FALSE
0,0,0,0,20,1078.583117,0.011111111,0.025925926,0,0,Dec,1,1,8,2,Returning_Visitor,FALSE
10,237.8333333,2,23,82,1814.564286,0.002325581,0.010385835,8.495651163,0,May,3,2,3,2,Returning_Visitor,FALSE
1,44,0,0,56,2075.983333,0,0.014545455,13.81852727,0,May,2,5,2,3,Returning_Visitor,FALSE
0,0,0,0,10,366,0.02,0.056666667,0,0.6,May,1,1,1,3,Returning_Visitor,FALSE
1,0,0,0,11,113.8,0.083333333,0.116666667,0,0,Nov,2,4,1,3,Returning_Visitor,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,3,3,3,3,Returning_Visitor,FALSE
0,0,1,51.5,31,618.75,0.003225806,0.027956989,0,0,Nov,2,2,1,13,Returning_Visitor,FALSE
0,0,0,0,23,373.5,0.019047619,0.050793651,0,0,June,3,2,1,1,Returning_Visitor,FALSE
0,0,0,0,2,203,0,0.1,0,0,May,2,2,1,3,Returning_Visitor,FALSE
10,363.3333333,0,0,59,2012.900794,0.001538462,0.011431235,54.65714872,0,May,1,5,1,4,Returning_Visitor,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Nov,2,4,4,1,Returning_Visitor,FALSE
0,0,0,0,28,683.3,0.028571429,0.089285714,0,0,June,2,2,3,1,Returning_Visitor,FALSE
1,5,0,0,13,271,0,0.003571429,0,0,Mar,1,1,2,2,New_Visitor,TRUE
0,0,0,0,25,1225.857143,0.012,0.040977778,0,0.4,May,2,2,5,2,Returning_Visitor,FALSE
0,0,1,17,8,549,0.022222222,0.044444444,0,0.6,May,1,1,6,3,Returning_Visitor,FALSE
1,88,0,0,11,522.6666667,0,0.022222222,0,0,May,3,3,1,4,Returning_Visitor,FALSE
11,771.9285714,2,214.1666667,39,1022.474026,0.000833333,0.012361111,52.05165,0,May,3,2,1,2,Returning_Visitor,FALSE
2,303.2,0,0,13,181.0666667,0,0.016666667,0,0,Oct,1,1,3,2,Returning_Visitor,TRUE
1,7,0,0,39,1118.833333,0.005405405,0.019099099,0,0,Nov,2,2,6,13,Returning_Visitor,FALSE
3,107.4285714,0,0,59,1843.187696,0.014385965,0.041993382,5.71562257,0,Dec,2,2,7,7,Returning_Visitor,TRUE
0,0,0,0,3,17,0,0.033333333,0,0,Mar,1,1,1,3,Returning_Visitor,FALSE
5,497.75,1,10,51,4977.85,0,0.015536723,15.35760339,0,May,2,2,1,5,Returning_Visitor,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,6,1,1,Returning_Visitor,FALSE
0,0,0,0,48,4346.916667,0.020138889,0.034791667,0,0,May,3,2,2,13,Returning_Visitor,FALSE
0,0,0,0,26,852.7666667,0.001923077,0.024166667,0,1,May,3,2,4,1,Returning_Visitor,TRUE
4,64.66666667,0,0,50,936.81,0,0.003773585,0,0,Aug,2,2,4,2,New_Visitor,FALSE
0,0,0,0,15,455.5,0,0.014285714,0,0,May,2,10,3,2,New_Visitor,FALSE
0,0,5,663.9166667,47,2059.7,0.005769231,0.033243423,0,0,Dec,3,2,3,6,Returning_Visitor,FALSE
2,63,0,0,35,850.3333333,0,0.005405405,0,0,Mar,2,2,3,2,New_Visitor,TRUE
0,0,0,0,16,344.4,0.023529412,0.052941176,0,0,Jul,2,2,2,4,Returning_Visitor,FALSE
0,0,0,0,35,1386.716667,0.02,0.039269841,14.96432,0,May,1,8,4,20,Returning_Visitor,TRUE
1,36,0,0,34,2240.166667,0.013541667,0.034895833,0,0.6,May,1,1,1,4,Returning_Visitor,FALSE
0,0,0,0,12,252.75,0,0.016666667,0,0,Dec,2,2,7,3,Returning_Visitor,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Nov,2,4,1,2,Returning_Visitor,FALSE
1,9,0,0,13,858.8333333,0.014285714,0.051190476,0,0,Nov,1,1,6,11,Returning_Visitor,FALSE
0,0,0,0,14,238.6666667,0,0.003846154,0,0,Dec,2,2,5,2,New_Visitor,FALSE
0,0,0,0,23,566.8,0,0.007971014,0,0,Nov,3,2,1,13,Returning_Visitor,FALSE
0,0,0,0,3,66.4,0.066666667,0.1,0,0,June,3,2,6,11,Returning_Visitor,TRUE
0,0,0,0,4,96.33333333,0,0.05,0,0,May,1,1,1,2,Returning_Visitor,TRUE
7,114.2,0,0,26,360.1816667,0,0.008800253,0,0,Nov,1,1,1,2,Returning_Visitor,FALSE
0,-1,0,-1,1,-1,0.2,0.2,0,0,Jul,1,1,3,1,Returning_Visitor,FALSE
5,59.52777778,3,124.25,156,5189.960659,0.001234568,0.008928986,20.50963783,0,Nov,2,2,7,1,Returning_Visitor,FALSE
3,154.5,0,0,21,638.3333333,0,0.047222222,0,0,May,2,5,4,4,Returning_Visitor,FALSE
0,0,0,0,9,82.5,0,0.033333333,0,0,Dec,2,2,1,1,Returning_Visitor,FALSE
0,0,0,0,14,1025,0.042857143,0.066666667,0,0,May,4,2,1,13,Returning_Visitor,FALSE
11,233.475,0,0,118,4251.208187,0,0.012659622,14.67198629,0,Nov,2,2,1,2,Returning_Visitor,FALSE
1,7,0,0,151,2564.278157,0.00917226,0.0210895,0,0.6,May,1,1,1,15,Returning_Visitor,FALSE
0,0,0,0,4,302,0,0.04,46.06937312,0,Dec,8,13,9,20,Other,FALSE
2,273,1,1,10,384.4,0.044444444,0.043386243,0,0,May,1,1,1,3,Returning_Visitor,FALSE
0,0,0,0,8,101.75,0.025,0.075,0,0,Nov,2,2,6,2,Returning_Visitor,FALSE
3,44,0,0,15,310.25,0.0125,0.0125,0,0,Dec,3,2,3,2,Returning_Visitor,TRUE
0,0,0,0,2,0,0.2,0.2,0,0,May,1,8,2,1,Returning_Visitor,FALSE
5,92.5625,0,0,2,99.5,0,0.022222222,0,0,Nov,2,2,1,8,New_Visitor,TRUE
0,0,0,0,21,472.875,0.00952381,0.041269841,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE
0,0,0,0,12,173,0,0.016666667,0,0.8,May,1,1,6,1,Returning_Visitor,FALSE
0,0,0,0,2,135.5,0.066666667,0.166666667,0,0,Dec,1,1,4,3,Returning_Visitor,FALSE
3,34.5,0,0,17,298.875,0,0.014035088,0,0,Dec,1,5,1,2,New_Visitor,FALSE
0,0,0,0,2,0,0.2,0.2,0,0,Oct,3,2,1,1,Returning_Visitor,TRUE
0,0,1,93,30,1045.833333,0.012903226,0.035483871,0,0.2,Feb,1,1,1,3,Returning_Visitor,FALSE
0,0,0,0,30,469.1,0,0.015,0,0,Jul,2,4,4,4,Returning_Visitor,FALSE
4,64.5,0,0,28,852.3333333,0.013793103,0.02454844,0,0,May,2,2,1,7,Returning_Visitor,TRUE
13,344.4922161,5,271.25,182,5402.78526,0.000968661,0.006829256,16.27511574,0,Dec,3,2,1,2,Returning_Visitor,FALSE
3,187,2,41,48,1769.697383,0.000606061,0.011616162,16.71534488,0,Mar,2,2,3,2,Returning_Visitor,FALSE
1,20.2,0,0,77,3107.173333,0.002597403,0.017041847,18.74860165,0,Sep,2,2,7,1,Returning_Visitor,FALSE
1,44.5,0,0,18,519.5,0,0.035,20.394,0,May,2,2,7,13,Returning_Visitor,FALSE
0,0,0,0,52,1218.1,0.001282051,0.030448718,0,0,Sep,2,2,3,1,Returning_Visitor,FALSE
0,0,0,0,8,113.6666667,0,0.025,0,0,Nov,2,2,4,13,Returning_Visitor,FALSE
0,0,0,0,8,129,0.025,0.1,0,0.8,May,2,4,1,3,Returning_Visitor,FALSE
0,0,0,0,24,1476.021429,0.013043478,0.024378882,0,0,Sep,2,2,8,2,Returning_Visitor,FALSE
0,0,0,0,27,644,0.007692308,0.051923077,0,0,Mar,3,2,2,3,Returning_Visitor,FALSE
0,0,0,0,42,570.1832287,0.01,0.016547619,0,0,Aug,2,2,1,2,Returning_Visitor,FALSE
3,377,0,0,14,634,0,0.013333333,0,0,May,1,1,8,15,New_Visitor,TRUE
1,0,0,0,23,440.5833333,0.025,0.036666667,0,0,Dec,1,1,8,2,Returning_Visitor,TRUE
6,202.4,1,0,22,2006.046667,0.007142857,0.032738095,8.052231522,0,Nov,6,5,4,2,Returning_Visitor,FALSE
2,87.25,0,0,56,2094.983333,0.032738095,0.063214286,0,0.8,May,2,4,3,3,Returning_Visitor,FALSE
1,64,0,0,15,188.5,0,0.007142857,0,0,May,2,4,2,2,Returning_Visitor,FALSE
2,147,0,0,2,35,0,0.05,0,0,Mar,2,2,1,2,New_Visitor,FALSE
6,224,0,0,33,677.95,0.005714286,0.01968254,0,0,May,3,2,3,4,Returning_Visitor,FALSE
3,45,0,0,42,1288.066667,0,0.007317073,0,0,May,2,5,1,4,Returning_Visitor,FALSE
2,338,0,0,17,1205.566667,0.0125,0.0375,19.23625,0.8,May,3,2,2,2,Returning_Visitor,FALSE
0,0,0,0,30,4262.966667,0,0.013333333,65.29516039,0,Dec,2,10,7,1,Returning_Visitor,TRUE
0,0,0,0,3,65.5,0.066666667,0.1,0,0,Nov,3,2,1,13,Returning_Visitor,FALSE
7,182.0833333,0,0,15,310.9,0,0.01,0,0,Mar,2,2,4,2,Returning_Visitor,FALSE
1,56.4,1,7,72,2163.569524,0.015492958,0.032253521,4.286743658,0,June,2,2,1,13,Returning_Visitor,FALSE
4,63.75,0,0,13,774.7288136,0,0.012150434,0,0,Nov,2,2,6,2,Returning_Visitor,FALSE
4,155,0,0,60,3086.398654,0.000287356,0.019676875,0,0.4,May,2,5,2,1,Returning_Visitor,FALSE
6,623.5,0,0,122,3068.062904,0.01312,0.016953816,0,0,Nov,1,1,1,2,Returning_Visitor,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,4,6,2,Returning_Visitor,FALSE
0,0,0,0,12,1012.2,0,0.033333333,0,0,Jul,2,2,7,4,Returning_Visitor,FALSE
0,0,0,0,48,4293.833333,0.008333333,0.034166667,0,0,Nov,2,1,1,2,New_Visitor,TRUE
1,33.5,0,0,15,710.25,0,0.011111111,0,0,Dec,2,10,1,8,New_Visitor,FALSE
1,17.6,0,0,12,1192.866667,0,0.019230769,0,0,Sep,2,2,1,3,Returning_Visitor,FALSE
1,27.5,0,0,37,1673.593939,0.001851852,0.040162037,0,0,Nov,2,4,3,10,Returning_Visitor,TRUE
0,0,0,0,20,504.2333333,0.01,0.021666667,0,0,Mar,3,2,1,1,Returning_Visitor,FALSE
1,21.2,0,0,53,2224.633333,0.011538462,0.03514652,0,0,Aug,2,2,3,3,Returning_Visitor,FALSE
0,0,0,0,6,64,0.1,0.133333333,0,0,Mar,4,1,1,1,Returning_Visitor,FALSE
0,0,0,0,11,199.5,0.127272727,0.142424242,0,0,Jul,3,2,1,1,Returning_Visitor,FALSE
0,0,0,0,6,219.5,0.011111111,0.077777778,0,0,May,2,4,2,6,Returning_Visitor,FALSE
0,0,0,0,27,1065.45,0,0.012345679,0,0,Nov,2,2,3,2,New_Visitor,FALSE
2,36,0,0,15,2190.666667,0,0.004444444,0,0,Mar,2,2,3,8,Returning_Visitor,FALSE
0,0,0,0,12,471.5,0.016666667,0.066666667,0,0,Mar,1,1,6,3,Returning_Visitor,FALSE
0,0,0,0,21,882.75,0,0.020408163,0,0,Dec,2,2,2,2,New_Visitor,TRUE
0,0,0,0,98,3986.789646,0.006122449,0.027110844,0,0,Dec,2,2,1,2,Returning_Visitor,FALSE
5,471.25,0,0,21,883,0,0.010666667,44.98081787,0,Nov,1,1,2,8,New_Visitor,TRUE
0,0,1,0,17,982.757619,0.0125,0.035416667,0,0,Sep,2,5,2,1,Returning_Visitor,FALSE
4,85,0,0,3,43.5,0,0.05,0,0,Dec,1,1,1,8,New_Visitor,TRUE
0,0,0,0,15,1233.25,0.02,0.042222222,0,0.8,May,1,1,1,1,Returning_Visitor,FALSE
2,20.75,0,0,22,868.6785714,0.002777778,0.019722222,62.51664293,0,Dec,2,2,1,2,Returning_Visitor,FALSE
0,0,0,0,56,2354.958333,0,0.018571429,0,0,Nov,2,2,3,2,New_Visitor,TRUE
3,57,0,0,42,3556.516667,0,0.00968254,26.98362279,0,Dec,2,4,3,1,Returning_Visitor,FALSE
10,291.2357143,0,0,36,940.1044266,0,0.002845528,87.30695843,0,Aug,2,2,2,2,Returning_Visitor,FALSE
0,0,0,0,2,59,0,0.1,0,0,May,1,2,1,6,Returning_Visitor,FALSE
0,0,0,0,3,18,0.1,0.111111111,0,0,Nov,3,2,2,13,Returning_Visitor,FALSE
1,4,0,0,19,760.25,0,0.011764706,33.788,0,May,1,2,1,3,New_Visitor,FALSE
0,0,0,0,19,1195.375,0.004210526,0.036090226,0,0,Nov,2,2,4,13,Returning_Visitor,FALSE
4,103.625,0,0,14,1003.416667,0,0.018039216,0,0.2,Feb,1,1,3,3,Returning_Visitor,FALSE
0,0,0,0,5,108,0,0.05,0,0,May,1,1,4,3,Returning_Visitor,FALSE
2,47,1,0,20,738.9107143,0.017391304,0.023671498,0,0,Nov,3,2,1,2,Returning_Visitor,FALSE
3,227,0,0,2,62,0,0.025,0,0,Mar,3,2,1,10,Returning_Visitor,TRUE
0,0,0,0,5,143.5,0,0.04,0,0,Mar,2,5,3,3,Returning_Visitor,FALSE
9,417.25,0,0,42,922.2083333,0,0.024074074,0,1,May,4,1,1,3,Returning_Visitor,TRUE
0,0,0,0,14,1037.5,0.014285714,0.047619048,0,0,Mar,2,2,4,2,Returning_Visitor,FALSE
0,0,0,0,15,270,0.028571429,0.035714286,0,0,Mar,2,2,7,1,Returning_Visitor,FALSE
