Homepage,Homepage _Duration,Aboutus,Aboutus_Duration,Contactus,Contactus_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Province,TrafficType,VisitorType,Weekend,Revenue
0,0,0,0,21,436.8125,0.001904762,0.028338002,0,0.4,May,2,2,4,2,Returning_Visitor,FALSE,0
0,0,0,0,40,700.1277778,0.011,0.027788462,0,0,Nov,1,1,1,10,Returning_Visitor,TRUE,0
4,64.25,1,282,18,720.75,0,0.003508772,0,0,May,2,2,1,2,New_Visitor,FALSE,0
3,356.6,0,0,39,589.2510658,0.001282051,0.010133221,0,0,Jul,1,1,4,4,Returning_Visitor,FALSE,0
2,30,0,0,176,4126.353297,0.001363636,0.011363949,22.02197159,0.6,May,2,2,7,2,Returning_Visitor,FALSE,1
0,0,0,0,2,179.8,0,0.033333333,0,0,Nov,3,3,1,3,New_Visitor,TRUE,0
6,446.3833333,0,0,28,789.1266667,0.01,0.012860238,37.5474164,0,Nov,2,2,1,2,Returning_Visitor,FALSE,0
0,0,0,0,1,0,0.2,0.2,0,0,May,1,1,4,1,Returning_Visitor,TRUE,0
0,0,0,0,1,0,0.2,0.2,0,0,Aug,3,2,2,3,Returning_Visitor,FALSE,0
0,0,0,0,8,72.5,0.025,0.0375,0,0,May,3,2,1,4,Returning_Visitor,FALSE,0
10,137.5,1,32.5,145,6165.878774,0.001333333,0.020769697,0,0,Nov,2,2,6,2,Returning_Visitor,FALSE,1
3,498.6,1,152.2,25,1556.491429,0.036206897,0.067624521,5.689147469,0,Jul,2,5,4,1,Returning_Visitor,TRUE,1
0,0,0,0,3,41.5,0.066666667,0.133333333,0,0,Nov,2,2,1,1,Returning_Visitor,TRUE,0
2,72.5,0,0,10,1580,0,0.018181818,100.0963636,0,May,2,2,1,2,Returning_Visitor,FALSE,1
1,39.2,0,0,23,526,0,0.002173913,0,0,Oct,4,2,3,2,Returning_Visitor,FALSE,0
8,206,0,0,8,107,0,0.02,0,0,May,1,1,6,1,Returning_Visitor,FALSE,0
0,0,0,0,23,943.25,0.008695652,0.046376812,0,0,Nov,1,1,3,3,Returning_Visitor,FALSE,0
5,417.5,3,151.25,45,1739.25,0.014666667,0.0178,0,0,Dec,3,2,1,1,Returning_Visitor,FALSE,0
3,134,0,0,53,1659.319697,0,0.00380117,62.34813701,0,Mar,4,1,1,2,Returning_Visitor,FALSE,1
0,0,0,0,18,542.9333333,0,0.009259259,0,0,Nov,3,2,1,11,New_Visitor,FALSE,0
0,0,0,0,9,237.3333333,0,0.031666667,0,0,May,1,1,1,3,Returning_Visitor,FALSE,0
0,0,0,0,17,433.1333333,0.023529412,0.051960784,0,1,May,3,2,4,4,Returning_Visitor,TRUE,0
0,0,0,0,6,136.5,0,0.033333333,0,0,Mar,3,3,1,2,Returning_Visitor,FALSE,0
13,611.0470588,7,393.325,34,1352.816503,0.009406495,0.033988025,5.816167973,0,May,2,2,6,2,Returning_Visitor,FALSE,0
1,88.7,0,0,34,620.13,0.054285714,0.083095238,0,0,Oct,3,2,6,13,Returning_Visitor,FALSE,0
0,0,0,0,4,39.8,0,0.05,0,0,Aug,1,1,1,3,New_Visitor,FALSE,0
5,339,4,188,5,376,0,0.019047619,0,0,Dec,2,2,9,8,New_Visitor,FALSE,0
0,0,2,7,16,794.5416667,0.015686275,0.071568627,0,0,Dec,1,1,3,2,Returning_Visitor,FALSE,0
14,325.48,6,22.6,24,359.63,0.024324324,0.042342342,0,0,Sep,1,1,2,4,Returning_Visitor,TRUE,0
3,197.5,0,0,15,343.25,0.011764706,0.029411765,0,0,Dec,2,4,4,2,Returning_Visitor,FALSE,0
3,474.6666667,1,30.5,86,1789.954762,0.002298851,0.012426564,5.523782302,0,Dec,2,6,1,2,Returning_Visitor,FALSE,0
0,0,0,0,103,3357.053333,0.015533981,0.043527508,0,0,Sep,2,2,4,1,Returning_Visitor,FALSE,0
3,30.5,0,0,20,1839.833333,0,0.007539683,0,0,May,2,2,7,3,Returning_Visitor,FALSE,0
2,4,0,0,2,44.4,0,0.05,0,0,Sep,2,10,3,5,New_Visitor,FALSE,0
0,0,0,0,52,1624.223485,0.007692308,0.032692308,0,1,May,2,2,7,6,Returning_Visitor,TRUE,0
3,12,1,24,3,5.333333333,0.033333333,0.083333333,0,0,Mar,2,2,1,3,Returning_Visitor,FALSE,0
0,0,2,0,99,2622.600281,0.022,0.028519936,0,0,Nov,3,2,2,13,Returning_Visitor,FALSE,1
0,0,0,0,11,577.75,0.018181818,0.033333333,0,0,Nov,3,2,1,3,Returning_Visitor,FALSE,0
0,0,0,0,11,229.9166667,0.018181818,0.040909091,0,0,Nov,3,2,4,1,Returning_Visitor,TRUE,0
0,0,0,0,23,255.6388889,0,0.005454545,0,0,May,3,2,4,2,Returning_Visitor,FALSE,0
9,266.7433333,4,1312.4,26,743.4766667,0,0.021969697,9.284545518,0,Nov,2,7,1,2,Returning_Visitor,TRUE,1
5,48.97619048,1,65,40,1159.5671,0,0.016324111,12.48912129,0,Dec,1,1,4,2,Returning_Visitor,TRUE,0
1,11,0,0,104,4877.257071,0.003921569,0.020140056,0,0,May,2,2,1,6,Returning_Visitor,TRUE,0
3,56,0,0,19,2117.654762,0,0.014444444,6.708900602,0,Dec,2,2,3,2,Returning_Visitor,FALSE,1
2,20.2,0,0,16,357.4,0,0.011111111,0,0,Oct,2,2,2,2,New_Visitor,TRUE,0
9,160,0,0,48,3946.008333,0.007272727,0.011515152,20.32388105,0,Mar,2,6,1,8,Returning_Visitor,TRUE,1
2,63.5,0,0,9,99.06666667,0.036363636,0.072727273,0,0,Oct,1,1,1,4,Returning_Visitor,FALSE,0
10,593.4666667,1,21.2,39,1110.966667,0.004255319,0.010992908,112.4406212,0,Sep,4,2,7,2,Returning_Visitor,FALSE,0
5,150.2,2,20,22,392.6,0.028,0.06,0,0,Oct,2,2,7,3,Returning_Visitor,FALSE,0
2,2,0,0,0,0,0.1,0.1,0,0,May,1,1,3,2,Returning_Visitor,TRUE,0
3,89.8,0,0,12,355.85,0.013333333,0.016,0,0,Oct,1,1,1,3,New_Visitor,TRUE,0
0,0,0,0,77,3733.228571,0.018666667,0.048622222,0,0.8,May,2,2,1,2,Returning_Visitor,FALSE,0
0,0,4,147.5,45,1424.839744,0.012244898,0.031739553,0,0,Dec,1,1,3,2,Returning_Visitor,TRUE,0
0,0,0,0,8,258,0.025,0.075,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE,0
0,0,0,0,17,591.25,0.041176471,0.078431373,0,0,May,3,3,8,4,Returning_Visitor,TRUE,0
0,0,0,0,41,451.7142857,0.007692308,0.018376068,0,0,Nov,2,2,6,11,Returning_Visitor,FALSE,0
5,83,0,0,5,29.5,0.044444444,0.059259259,0,0,Dec,1,1,4,2,Returning_Visitor,TRUE,0
0,0,0,0,28,803.5833333,0.007142857,0.033333333,0,0,Jul,3,2,3,15,Returning_Visitor,FALSE,0
4,67.41666667,0,0,17,523.5416667,0.023333333,0.057,30.68883081,0,Dec,2,2,5,1,Returning_Visitor,FALSE,0
0,0,0,0,3,1038,0,0.033333333,0,0,Feb,2,2,1,1,Returning_Visitor,FALSE,0
1,28.2,0,0,18,536.0857143,0,0.011111111,75.62994948,0,Aug,2,2,4,4,New_Visitor,FALSE,1
7,74.08333333,1,3,197,2915.571429,0,0.005025126,1.573423226,0,Nov,2,2,3,3,Returning_Visitor,TRUE,0
3,25.6,0,0,10,327.7733333,0,0.013095238,11.78466261,0,Jul,1,1,1,5,Returning_Visitor,FALSE,1
0,0,0,0,17,1059.575,0,0.011764706,62.76294758,0,Nov,2,2,1,2,New_Visitor,FALSE,1
11,167.1666667,6,348,172,4086.144897,0.000555556,0.009603919,1.418440397,0.4,May,2,7,7,3,Returning_Visitor,FALSE,0
0,0,0,0,3,19.25,0,0.066666667,0,0,Nov,1,1,8,2,Returning_Visitor,TRUE,0
0,0,0,0,3,0,0.2,0.2,0,0,May,1,1,9,4,Returning_Visitor,TRUE,0
1,23,2,272.5,30,974.2698413,0.006451613,0.007885305,11.47812903,0,May,2,2,4,1,Returning_Visitor,TRUE,1
5,232.4,0,0,6,190.4,0.042857143,0.061904762,0,0,May,1,1,1,3,Returning_Visitor,TRUE,0
0,0,0,0,9,193.6666667,0.007407407,0.047619048,0,1,May,1,8,7,4,Returning_Visitor,TRUE,0
3,66.33333333,0,0,15,424.8333333,0,0.0125,0,0,Mar,2,2,6,6,Returning_Visitor,FALSE,0
11,216.2285714,6,704.75,304,11250.48672,0.006697236,0.018717242,1.37270775,0,Nov,2,2,1,2,Returning_Visitor,FALSE,1
3,75.4,0,0,18,1051.42,0.00952381,0.019047619,0,0,Oct,2,5,2,2,New_Visitor,FALSE,0
0,0,0,0,2,0,0.2,0.2,0,0,June,3,2,4,13,Returning_Visitor,FALSE,0
0,0,0,0,4,148.5,0.05,0.083333333,0,0,Mar,1,1,1,1,Returning_Visitor,TRUE,0
0,0,0,0,15,327.5,0,0.013333333,0,0,May,2,2,4,2,Returning_Visitor,FALSE,0
4,352,0,0,17,229.3333333,0.011111111,0.031481481,0,0,Mar,1,1,1,1,Returning_Visitor,FALSE,0
12,209.375,0,0,43,2754.117424,0.0046875,0.033875153,13.68108942,0,Dec,3,2,3,2,Returning_Visitor,FALSE,0
1,6,0,0,61,2183.5,0,0.003225806,0,0,Mar,2,2,7,9,Returning_Visitor,TRUE,0
12,152.75,1,0,219,7044.064508,0.003312325,0.015735853,11.65798375,0,Nov,2,2,1,1,Returning_Visitor,FALSE,1
0,0,0,0,1,0,0.2,0.2,0,0,May,1,1,3,3,Returning_Visitor,TRUE,0
0,0,0,0,40,587.6911765,0.005,0.020277778,0,0.8,May,2,10,1,3,Returning_Visitor,FALSE,0
0,0,0,0,3,54.5,0,0.066666667,0,0.6,May,2,4,3,2,Returning_Visitor,FALSE,0
1,5,0,0,108,2367.4,0,0.003773585,0,0,Dec,2,2,1,2,New_Visitor,TRUE,0
0,0,0,0,6,399,0,0.033333333,0,0,May,4,2,4,4,Returning_Visitor,FALSE,0
2,61.5,0,0,6,99,0,0.008333333,0,0,Oct,1,1,6,3,Returning_Visitor,FALSE,0
0,0,0,0,72,2347.716667,0.028169014,0.037793427,0,0.8,May,3,2,1,13,Returning_Visitor,FALSE,0
4,107.5333333,2,298,16,570.3333333,0.011764706,0.014705882,0,0,May,3,2,6,13,Returning_Visitor,FALSE,0
5,75.16666667,0,0,12,115.1666667,0.028571429,0.042857143,0,0,Mar,2,2,8,1,Returning_Visitor,FALSE,0
3,54,0,0,20,262.9,0.008333333,0.055555556,0,0,Dec,2,2,1,2,Returning_Visitor,FALSE,0
0,0,0,0,4,43.2,0,0.05,0,0,Jul,3,2,4,3,Returning_Visitor,FALSE,0
2,68.6,0,0,10,279.7666667,0,0.033333333,0,0,Oct,1,2,7,4,New_Visitor,FALSE,0
4,82.7,0,0,26,405.2833333,0,0.001428571,0,0,Nov,2,2,1,2,New_Visitor,FALSE,0
2,36.25,0,0,29,585.7,0,0.003448276,0,0,Oct,2,2,9,2,New_Visitor,TRUE,0
2,7,0,0,56,656.7681818,0,0.006941639,0,0,Nov,3,2,1,1,Returning_Visitor,TRUE,0
4,104,0,0,8,243.5,0,0.016666667,0,0,Dec,2,2,3,2,New_Visitor,FALSE,0
1,27.33333333,1,0,4,78.83333333,0,0.044444444,0,0,Nov,1,2,8,2,Returning_Visitor,FALSE,0
2,48.5,2,32,45,2336.319444,0.020833333,0.039236111,0,0,Dec,1,1,1,2,Returning_Visitor,FALSE,0
2,53.5,0,0,85,4478.699416,0.002352941,0.016205882,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE,1
9,320.2708333,2,298.3333333,51,1788.370821,0.016969697,0.014709835,8.21617792,0,Nov,3,2,3,2,Returning_Visitor,TRUE,1
8,522.25,0,0,53,1899.058333,0.004938272,0.007694004,14.16739222,0,Dec,1,1,1,2,Returning_Visitor,FALSE,0
9,299.45,2,48.3,54,2802.367821,0.009289968,0.025442703,16.96885494,0,Aug,3,2,7,1,Returning_Visitor,FALSE,0
0,0,0,0,4,351.5,0.05,0.1,0,0,Dec,2,2,5,20,Returning_Visitor,FALSE,0
0,0,0,0,53,2309.995238,0.047479439,0.06394752,0,0.4,May,3,2,1,3,Returning_Visitor,FALSE,0
7,191,0,0,237,8956.097502,0.003094233,0.012109705,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE,0
3,152,0,0,9,117,0,0.016666667,0,0,May,2,2,1,5,New_Visitor,TRUE,0
0,0,0,0,20,821.8333333,0.05,0.076666667,0,0,Nov,3,2,4,10,Returning_Visitor,TRUE,0
1,14,0,0,11,227.25,0.018181818,0.018181818,0,0,Nov,1,1,3,2,New_Visitor,TRUE,0
3,29.2,0,0,17,652.5666667,0.022222222,0.033333333,24.12558571,0,June,1,1,6,3,Returning_Visitor,FALSE,1
1,54.5,0,0,68,3135.517677,0.003361345,0.01146836,4.095288919,0,Mar,1,1,2,1,Returning_Visitor,FALSE,0
0,0,0,0,29,364.1666667,0.020689655,0.01954023,0,0,May,3,2,1,3,Returning_Visitor,FALSE,0
14,295.2,3,56.9,80,1242.063095,0.004545455,0.020707071,0,0,Oct,2,2,3,1,Returning_Visitor,FALSE,0
0,0,0,0,6,105,0.066666667,0.1,0,0,May,3,2,4,3,Returning_Visitor,FALSE,0
0,0,1,37.2,37,2767.753333,0.005555556,0.015,0,0,Nov,2,2,2,2,Returning_Visitor,FALSE,0
4,226.6,2,7,33,849.7444444,0.021929825,0.042105263,0,0,Sep,3,2,1,13,Returning_Visitor,TRUE,0
0,0,0,0,16,980.25,0,0.04,0,0,Mar,2,2,4,3,Returning_Visitor,FALSE,0
0,0,0,0,5,23,0.12,0.16,0,0,Dec,1,1,1,3,Returning_Visitor,FALSE,0
4,252.5,0,0,13,930.0535714,0,0.027083333,0,0,Nov,1,1,3,3,Returning_Visitor,FALSE,0
0,0,0,0,13,334.9666667,0,0.007692308,0,0,Feb,1,1,1,4,Returning_Visitor,TRUE,0
1,21,0,0,16,375.9166667,0,0.007142857,0,0,Dec,1,1,1,2,New_Visitor,FALSE,0
3,284,0,0,33,2270.75,0,0.010840336,0,0,Dec,2,2,7,2,Returning_Visitor,FALSE,0
1,0,0,0,1,17.2,0.05,0.15,0,0,Aug,2,2,1,5,Returning_Visitor,FALSE,0
0,0,0,0,10,165,0.03,0.046666667,0,0,Nov,1,1,1,2,Returning_Visitor,TRUE,1
2,13,0,0,17,296.2333333,0.0125,0.029166667,0,0,May,1,1,2,3,Returning_Visitor,TRUE,0
0,0,0,0,7,239.5,0,0.016666667,0,0,May,3,2,1,6,New_Visitor,TRUE,0
0,0,0,0,47,1230.368182,0.004347826,0.020724638,0,0,May,2,5,1,2,Returning_Visitor,FALSE,0
1,19.83333333,0,0,17,545.0833333,0,0.00625,9.836358025,0,Nov,3,2,5,2,New_Visitor,FALSE,1
1,55.5,1,18,19,444.75,0,0.010526316,21.2112655,0,Nov,2,5,1,10,New_Visitor,FALSE,1
4,900.5,0,0,14,1957.5,0,0.014117647,105.260972,0,Dec,1,1,3,10,Returning_Visitor,FALSE,1
5,141.14,0,0,12,305.24,0,0.013333333,0,0,June,2,2,9,3,Returning_Visitor,FALSE,0
1,55.4,0,0,9,949.6,0,0.046666667,0,0,Oct,1,8,5,11,Returning_Visitor,FALSE,0
9,188.5322344,3,197.4166667,76,1758.912393,0.004901961,0.016913178,22.86584543,0,Dec,3,2,2,6,Returning_Visitor,FALSE,0
6,189,0,0,21,704.3,0,0.018478261,0,0,Dec,1,2,8,2,New_Visitor,FALSE,1
5,73.5,1,0,79,5664.146032,0.045356473,0.05909564,2.39491796,0,May,2,2,6,1,Returning_Visitor,FALSE,0
2,166,2,55,10,1968.25,0.014285714,0.021428571,0,0,May,1,1,1,6,New_Visitor,TRUE,0
0,0,0,0,28,4446.625,0.030952381,0.07047619,0,0,Nov,2,5,1,3,Returning_Visitor,FALSE,0
2,165.1333333,0,0,87,3220.336667,0.004597701,0.01954023,0,0,June,2,5,8,1,Returning_Visitor,FALSE,1
0,0,0,0,29,743.1666667,0,0.006896552,0,0,May,1,1,6,4,Returning_Visitor,FALSE,0
0,0,0,0,12,76.66666667,0.016666667,0.0375,0,0,Nov,2,2,3,13,Returning_Visitor,FALSE,0
0,0,0,0,4,0,0.2,0.2,0,0,Aug,2,2,2,4,Returning_Visitor,FALSE,0
2,72.6,0,0,9,198.7,0,0.018181818,0,0,Sep,2,2,7,6,Returning_Visitor,TRUE,0
0,0,0,0,10,316.5,0,0.025,17.538,0,Mar,2,4,1,8,New_Visitor,TRUE,1
0,0,0,0,17,1293.083333,0,0.013333333,0,0,Dec,2,5,7,2,New_Visitor,FALSE,0
2,126,0,0,6,127.1666667,0.05,0.04375,0,0,Dec,3,2,5,3,Returning_Visitor,TRUE,0
0,0,0,0,14,124.75,0,0.028571429,0,0,Dec,4,6,4,2,Returning_Visitor,FALSE,0
10,790.9,0,0,54,2702.390385,0.003076923,0.018518854,0,0,Nov,2,2,1,10,Returning_Visitor,FALSE,1
3,58.4,0,0,11,267.3,0,0.016666667,0,0,Nov,2,2,4,2,New_Visitor,TRUE,0
0,0,0,0,7,168.75,0,0.00952381,0,0,Nov,3,2,1,2,Returning_Visitor,FALSE,0
0,0,0,0,22,325.75,0,0.031818182,0,0,Mar,2,10,7,2,Returning_Visitor,FALSE,0
0,0,0,0,11,297.25,0,0.022222222,0,0,May,2,2,3,1,Returning_Visitor,FALSE,0
0,0,0,0,3,57.75,0,0.033333333,0,0,Nov,1,1,6,2,Returning_Visitor,FALSE,0
1,0,0,0,7,88,0.0625,0.116666667,0,0.8,May,3,2,1,6,Returning_Visitor,FALSE,0
3,365,0,0,6,737.75,0,0.008333333,0,0,Nov,1,1,6,2,Returning_Visitor,FALSE,0
3,57,1,163,36,2928.777778,0.002631579,0.021052632,0,0,May,2,10,2,5,Returning_Visitor,TRUE,0
0,0,0,0,22,1632.533333,0.009090909,0.025,0,0,Dec,3,2,1,2,New_Visitor,TRUE,0
0,0,0,0,8,316.1333333,0,0.05,0,0,June,2,2,3,13,Returning_Visitor,FALSE,0
0,0,0,0,13,687.5,0,0.033333333,0,0.6,May,2,2,4,6,Returning_Visitor,FALSE,0
0,0,0,0,19,753.3,0,0.002222222,0,0,Aug,2,4,1,4,Returning_Visitor,FALSE,0
2,569,1,58.5,23,941.6994048,0,0.008,9.331744184,0,Dec,2,2,4,2,New_Visitor,FALSE,1
1,65.4,0,0,55,1033.65,0.017857143,0.024404762,0,0,Oct,3,2,1,1,Returning_Visitor,FALSE,0
2,18,0,0,12,180.75,0,0.014285714,0,0,Nov,2,2,1,2,New_Visitor,FALSE,0
1,13,5,425,116,2633.0849,0.004481793,0.010929463,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE,1
4,111,0,0,4,54,0,0.028571429,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,0
6,137.9166667,0,0,92,3163.14329,0.001075269,0.0095145,32.22246226,0,Nov,2,2,1,1,Returning_Visitor,FALSE,1
0,0,0,0,58,2498.029762,0.020689655,0.046264368,0,0.4,May,2,6,3,20,Returning_Visitor,FALSE,0
0,0,0,0,18,230.1666667,0.033333333,0.038888889,0,0,Dec,2,2,1,1,Returning_Visitor,FALSE,0
0,0,0,0,8,181,0,0.00625,0,1,May,1,1,3,2,Returning_Visitor,TRUE,0
2,27.58333333,0,0,22,420.2,0.008695652,0.01516165,0,0,May,3,2,1,4,Returning_Visitor,FALSE,0
10,519,0,0,89,2577.960349,0.012852234,0.03729051,0,0,Jul,3,2,7,1,Returning_Visitor,FALSE,0
1,5,1,7,31,561.0940141,0.034375,0.052507716,0,0,Jul,3,2,3,13,Returning_Visitor,FALSE,0
1,9,1,26.5,18,2269.336111,0,0.017160494,0,0,Nov,2,2,7,2,Returning_Visitor,FALSE,0
0,0,1,0,13,268.75,0.007692308,0.038461538,13.43133991,0,Dec,1,1,1,1,Returning_Visitor,FALSE,0
8,395.7083333,4,182.8,46,1461.725,0.003773585,0.014375562,13.90010917,0,Nov,1,1,3,3,Returning_Visitor,TRUE,1
0,0,0,0,3,62,0,0.066666667,0,0.8,May,3,2,8,2,Returning_Visitor,FALSE,0
0,0,0,0,33,1475.254167,0,0.015530303,9.429362483,0,Nov,3,2,4,2,Returning_Visitor,TRUE,0
4,67,0,0,60,731.3333333,0.034920635,0.038095238,0,0,May,2,2,6,3,Returning_Visitor,FALSE,0
4,159,0,0,16,307.6166667,0,0.010526316,0,0,Oct,1,1,3,2,Returning_Visitor,TRUE,0
1,43,1,0,3,65,0,0.04,0,0.6,May,2,2,1,4,Returning_Visitor,FALSE,0
1,19.6,0,0,0,0,0,0.088888889,0,0,Oct,3,5,1,5,Returning_Visitor,FALSE,0
7,288.5208333,0,0,12,402.3958333,0,0.002857143,0,0,Dec,1,1,8,2,New_Visitor,TRUE,0
3,91.5,0,0,36,1266.5,0.038888889,0.052777778,0,0.4,May,2,2,1,2,Returning_Visitor,FALSE,0
6,202.1,0,0,47,3633.953333,0.00130719,0.017287582,16.14887273,0,Oct,4,2,8,1,Returning_Visitor,FALSE,0
8,52.85,2,33.5,71,1714.778571,0.018333333,0.035661897,0,0,Nov,2,2,1,1,Returning_Visitor,FALSE,0
8,134.3733333,3,256.75,40,1773.610152,0.004255319,0.008355899,13.49047237,0,Nov,1,1,8,2,Returning_Visitor,TRUE,1
5,52,0,0,16,866.5,0,0.011764706,0,0,May,2,2,1,2,Returning_Visitor,FALSE,0
0,0,0,0,103,1934.992857,0.029901961,0.044501535,0,0.8,May,3,2,1,13,Returning_Visitor,FALSE,0
4,54.4,0,0,68,2889.946154,0.002898551,0.008789401,0,0,June,4,1,4,1,Returning_Visitor,FALSE,0
0,0,0,0,2,19,0,0.1,0,0,May,2,2,1,4,Returning_Visitor,FALSE,0
1,337,1,39,16,630.5,0,0.00625,28.794,0,May,3,2,1,11,Returning_Visitor,TRUE,1
9,210.625,3,143.5,167,8249.106771,0.006940472,0.021347061,2.907879344,0,Nov,1,1,1,10,Returning_Visitor,FALSE,1
3,80.6,2,16.2,33,770.1071795,0.005405405,0.016216216,0,0,Oct,3,2,1,5,Returning_Visitor,FALSE,0
0,0,0,0,1,0,0.2,0.2,0,0,May,2,2,4,1,Returning_Visitor,FALSE,0
3,23,0,0,14,243.8333333,0,0.011764706,0,0,May,2,4,2,2,New_Visitor,FALSE,0
1,28,0,0,12,408.5,0,0.018181818,0,0,May,1,8,3,3,Returning_Visitor,TRUE,0
0,0,2,34,144,5485.017857,0.005517241,0.0165084,0,0,Nov,2,2,1,13,Returning_Visitor,FALSE,0
0,0,0,0,3,38,0.1,0.122222222,0,0,Mar,3,2,1,1,Returning_Visitor,FALSE,0
0,0,0,0,4,66.5,0,0.025,0,0,Dec,2,2,1,10,Returning_Visitor,FALSE,0
8,205.25,0,0,155,4502.511111,0.000176367,0.010885984,3.801288988,0,Nov,2,2,1,6,Returning_Visitor,FALSE,1
0,0,0,0,60,3386,0.025333333,0.063888889,0,0.8,May,2,2,1,6,Returning_Visitor,FALSE,0
3,63,0,0,31,770.5833333,0.005714286,0.023809524,0,0,Dec,2,2,1,8,Returning_Visitor,FALSE,0
1,8,0,0,10,109.1944444,0.04,0.06,0,0,Dec,1,1,7,3,Returning_Visitor,TRUE,0
6,754.5333333,0,0,8,749.2333333,0,0.008974359,0,0,Nov,3,2,3,1,Returning_Visitor,FALSE,0
0,0,0,0,6,44,0.066666667,0.1,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE,0
2,76.76666667,2,9,17,1566.2,0.00952381,0.038095238,0,0,Sep,2,2,3,5,Returning_Visitor,FALSE,0
3,281,0,0,6,145,0,0.025,0,0,Mar,3,2,8,8,New_Visitor,FALSE,0
0,0,0,0,59,2574.725974,0.003508772,0.016621682,2.790473684,0,May,2,2,5,4,Returning_Visitor,FALSE,0
0,0,0,0,24,612.2083333,0.016666667,0.026388889,0,0,Dec,3,2,3,10,Returning_Visitor,FALSE,0
0,0,0,0,34,4190.75,0.021764706,0.074369748,0,0,May,2,2,8,6,Returning_Visitor,FALSE,0
0,0,0,0,17,806.6666667,0,0.027058824,0,0,Mar,2,2,2,3,Returning_Visitor,FALSE,0
6,335.1190476,1,8,51,1927.031548,0.003954802,0.014481293,2.846779661,1,May,1,1,9,3,Returning_Visitor,TRUE,0
0,0,2,65.5,4,71.5,0,0.033333333,0,0,Nov,2,2,1,11,Returning_Visitor,TRUE,0
4,140.675,1,97.75,70,2721.555108,0.001951952,0.017189707,10.53591515,0,Nov,1,2,1,10,Returning_Visitor,TRUE,1
0,0,3,26,21,405.3333333,0,0.026086957,0,0,May,2,2,6,4,Returning_Visitor,FALSE,0
0,0,0,0,11,118.6666667,0.027272727,0.06969697,0,0,May,2,2,2,3,Returning_Visitor,FALSE,0
2,13,0,0,19,637.4285714,0.00952381,0.042857143,13.1307834,0,Nov,2,2,1,3,Returning_Visitor,FALSE,0
0,0,0,0,45,507.1111111,0.008888889,0.024444444,0,0,June,4,2,3,1,Returning_Visitor,FALSE,0
1,47.5,0,0,10,1202.875,0,0.025454545,0,0,Dec,1,1,8,3,Returning_Visitor,FALSE,0
4,104,0,0,33,777.3666667,0.006451613,0.012903226,0,0,May,3,2,3,6,Returning_Visitor,FALSE,0
7,645.6666667,0,0,25,1358.166667,0.007407407,0.022222222,0,0,Nov,1,1,1,1,Returning_Visitor,TRUE,0
0,0,0,0,2,47.4,0,0.066666667,26.85210163,0,Oct,3,2,7,4,Returning_Visitor,FALSE,1
0,0,0,0,8,96,0.025,0.05,0,0,Nov,2,4,9,20,Returning_Visitor,FALSE,0
16,825.9400176,1,120.8,109,2110.422354,0.005177873,0.014936612,2.491316021,0,Aug,2,2,7,1,Returning_Visitor,FALSE,0
1,12,0,0,0,0,0,0.022222222,0,0,Aug,3,2,6,2,Returning_Visitor,TRUE,1
0,0,0,0,11,460.8333333,0.027272727,0.025757576,0,0,Dec,3,2,6,2,Returning_Visitor,TRUE,0
0,0,0,0,5,23,0.11,0.15,0,0,Nov,2,2,3,13,Returning_Visitor,FALSE,0
0,0,0,0,20,301,0.005555556,0.066666667,0,0,Dec,1,1,1,2,Returning_Visitor,FALSE,0
0,0,0,0,11,267.5666667,0,0.009090909,7.68745056,0,Oct,2,2,1,3,New_Visitor,FALSE,1
4,174,0,0,30,1307.666667,0.01875,0.0359375,0,0,May,2,2,4,2,Returning_Visitor,FALSE,0
8,121.1666667,0,0,70,961.5493506,0.005263158,0.013089192,26.27933158,0.4,May,2,2,2,3,Returning_Visitor,FALSE,1
0,0,2,74,6,83.5,0,0.058333333,0,0.4,May,2,2,1,2,Returning_Visitor,FALSE,0
0,0,0,0,6,163.25,0.033333333,0.033333333,0,0.6,Feb,1,1,6,2,Returning_Visitor,FALSE,0
8,492.4166667,4,384,52,4699.277778,0.007258065,0.018233487,11.1076505,0,Mar,2,2,1,2,Returning_Visitor,FALSE,1
2,13,0,0,6,47.13333333,0.04,0.06,20.94544525,0,Nov,1,2,2,4,Returning_Visitor,FALSE,0
2,13.1,0,0,62,5556.932698,0,0.020625,4.964521194,0,Sep,2,2,3,2,Returning_Visitor,TRUE,0
0,0,0,0,2,0,0.2,0.2,0,0,Nov,3,2,5,20,Returning_Visitor,FALSE,0
0,0,0,0,1,0,0.2,0.2,0,0,May,3,2,1,13,Returning_Visitor,FALSE,0
3,213,0,0,2,338,0,0,112.4141272,0,Oct,1,1,1,5,Returning_Visitor,FALSE,1
0,0,0,0,29,520.6,0.015172414,0.045684431,0,0,May,2,2,7,1,Returning_Visitor,FALSE,0
0,0,0,0,3,73,0,0.066666667,0,0,Mar,2,4,1,7,Returning_Visitor,FALSE,0
